polling_firm	variable	value	date	wikidata_id
ISPO	SEL	3.3	2013-03-07	Q286140
Piepoli	SEL	3	2013-03-06	Q286140
Ipsos	SEL	2.4	2013-03-05	Q286140
Lorien	SEL	2.5	2013-03-01	Q286140
ISPO	FdI	2.2	2013-12-23	Q1757843
Ixè	FdI	2.4	2013-12-20	Q1757843
IPR	FdI	2.5	2013-12-20	Q1757843
SWG	FdI	2.4	2013-12-20	Q1757843
Tecnè	FdI	2.8	2013-12-19	Q1757843
ScenariPolitici	FdI	3.2	2013-12-18	Q1757843
Ipsos	FdI	1.8	2013-12-17	Q1757843
IPR	FdI	2.5	2013-12-16	Q1757843
Datamedia	FdI	2	2013-12-16	Q1757843
Lorien	FdI	3	2013-12-15	Q1757843
EMG	FdI	2.6	2013-12-15	Q1757843
Euromedia	FdI	2.4	2013-12-13	Q1757843
EULAB	FdI	3.4	2013-12-13	Q1757843
Ixè	FdI	2.2	2013-12-13	Q1757843
Tecnè	FdI	2.6	2013-12-13	Q1757843
SWG	FdI	2.8	2013-12-13	Q1757843
IPR	FdI	2.5	2013-12-11	Q1757843
Demopolis	FdI	2.5	2013-12-11	Q1757843
Ipsos	FdI	1.6	2013-12-10	Q1757843
Euromedia	FdI	2.5	2013-12-09	Q1757843
Datamedia	FdI	2	2013-12-09	Q1757843
EMG	FdI	2.9	2013-12-08	Q1757843
SWG	FdI	2.3	2013-12-06	Q1757843
Ixè	FdI	2.4	2013-12-06	Q1757843
Euromedia	FdI	3	2013-12-06	Q1757843
Tecnè	FdI	2.8	2013-12-05	Q1757843
Demopolis	FdI	2.4	2013-12-04	Q1757843
Ipsos	FdI	2.1	2013-12-03	Q1757843
Tecnè	FdI	3	2013-12-02	Q1757843
IPR	FdI	2.5	2013-12-02	Q1757843
Datamedia	FdI	2.1	2013-12-02	Q1757843
ISPO	FdI	2.7	2013-11-29	Q1757843
Euromedia	FdI	2.8	2013-11-29	Q1757843
Ixè	FdI	2.3	2013-11-29	Q1757843
SWG	FdI	2.4	2013-11-29	Q1757843
EMG	FdI	2.7	2013-11-29	Q1757843
Demos&Pi	FdI	2	2013-11-29	Q1757843
IPR	FdI	2.5	2013-11-27	Q1757843
Ipsos	FdI	2.7	2013-11-26	Q1757843
IPR	FdI	2.5	2013-11-25	Q1757843
Tecnè	FdI	3.2	2013-11-25	Q1757843
Datamedia	FdI	2.2	2013-11-25	Q1757843
Lorien	FdI	3.5	2013-11-24	Q1757843
EMG	FdI	2.4	2013-11-24	Q1757843
Ixè	FdI	2.6	2013-11-22	Q1757843
SWG	FdI	2.9	2013-11-22	Q1757843
Piepoli	FdI	2.5	2013-11-20	Q1757843
Euromedia	FdI	3.5	2013-11-19	Q1757843
Ipsos	FdI	3.1	2013-11-19	Q1757843
Datamedia	FdI	2	2013-11-18	Q1757843
ISPO	FdI	3.3	2013-11-18	Q1757843
EMG	FdI	2.3	2013-11-17	Q1757843
Tecnè	FdI	3.8	2013-11-15	Q1757843
SWG	FdI	3.5	2013-11-15	Q1757843
Ixè	FdI	2.2	2013-11-15	Q1757843
Demopolis	FdI	2.5	2013-11-13	Q1757843
Ipsos	FdI	3.2	2013-11-12	Q1757843
IPR	FdI	2.5	2013-11-11	Q1757843
Datamedia	FdI	2.2	2013-11-11	Q1757843
EMG	FdI	2.3	2013-11-10	Q1757843
Tecnè	FdI	3.4	2013-11-08	Q1757843
SWG	FdI	3	2013-11-08	Q1757843
Ixè	FdI	2.2	2013-11-08	Q1757843
Ipsos	FdI	3.1	2013-11-05	Q1757843
IPR	FdI	2.5	2013-11-04	Q1757843
Datamedia	FdI	2.6	2013-11-04	Q1757843
Lorien	FdI	3	2013-11-03	Q1757843
EMG	FdI	2.5	2013-11-03	Q1757843
Tecnè	FdI	3.2	2013-11-01	Q1757843
SWG	FdI	2.4	2013-10-31	Q1757843
Ixè	FdI	2.3	2013-10-31	Q1757843
ISPO	FdI	2.6	2013-10-29	Q1757843
Ipsos	FdI	3.2	2013-10-29	Q1757843
IPR	FdI	2.4	2013-10-28	Q1757843
Datamedia	FdI	2.4	2013-10-28	Q1757843
EMG	FdI	2.3	2013-10-27	Q1757843
Tecnè	FdI	3.2	2013-10-25	Q1757843
SWG	FdI	2.1	2013-10-25	Q1757843
Ixè	FdI	2.5	2013-10-25	Q1757843
Piepoli	FdI	2.5	2013-10-23	Q1757843
Ipsos	FdI	3.3	2013-10-22	Q1757843
IPR	FdI	2.3	2013-10-21	Q1757843
Datamedia	FdI	2.2	2013-10-21	Q1757843
Lorien	FdI	3	2013-10-20	Q1757843
EMG	FdI	2.2	2013-10-19	Q1757843
Tecnè	FdI	2.8	2013-10-18	Q1757843
SWG	FdI	2.9	2013-10-18	Q1757843
Ixè	FdI	2.2	2013-10-18	Q1757843
Ipsos	FdI	2.8	2013-10-15	Q1757843
IPR	FdI	2.4	2013-10-14	Q1757843
ISPO	FdI	2.1	2013-10-14	Q1757843
Datamedia	FdI	2.2	2013-10-14	Q1757843
Lorien	FdI	3	2013-10-13	Q1757843
Tecnè	FdI	2.7	2013-10-11	Q1757843
SWG	FdI	2.8	2013-10-11	Q1757843
Ixè	FdI	2.3	2013-10-11	Q1757843
EMG	FdI	2.4	2013-10-11	Q1757843
ScenariPolitici	FdI	3.4	2013-10-10	Q1757843
Ipsos	FdI	2.3	2013-10-08	Q1757843
IPR	FdI	2.2	2013-10-07	Q1757843
Ixè	FdI	2.2	2013-10-07	Q1757843
Datamedia	FdI	2.4	2013-10-07	Q1757843
Tecnè	FdI	3	2013-10-04	Q1757843
EMG	FdI	2.3	2013-10-04	Q1757843
Demos&Pi	FdI	2.4	2013-10-04	Q1757843
IPR	FdI	2	2013-10-03	Q1757843
SWG	FdI	2.4	2013-10-03	Q1757843
SWG	FdI	2.3	2013-10-01	Q1757843
Ipsos	FdI	2.5	2013-10-01	Q1757843
IPR	FdI	2.3	2013-09-30	Q1757843
Datamedia	FdI	2.2	2013-09-30	Q1757843
Lorien	FdI	3.5	2013-09-29	Q1757843
EMG	FdI	2.4	2013-09-29	Q1757843
Tecnè	FdI	3.3	2013-09-27	Q1757843
SWG	FdI	1.8	2013-09-27	Q1757843
Ixè	FdI	2.1	2013-09-27	Q1757843
Datamedia	FdI	2.1	2013-09-25	Q1757843
Ipsos	FdI	2.1	2013-09-24	Q1757843
Lorien	FdI	3.1	2013-09-22	Q1757843
Tecnè	FdI	3	2013-09-20	Q1757843
SWG	FdI	2.1	2013-09-20	Q1757843
EMG	FdI	2.4	2013-09-20	Q1757843
Ipsos	FdI	2.5	2013-09-17	Q1757843
Lorien	FdI	3.3	2013-09-15	Q1757843
Tecnè	FdI	2.8	2013-09-13	Q1757843
SWG	FdI	2.2	2013-09-13	Q1757843
EMG	FdI	2.2	2013-09-13	Q1757843
ISPO	FdI	2	2013-09-12	Q1757843
Demos&Pi	FdI	2.2	2013-09-12	Q1757843
Ipsos	FdI	2.7	2013-09-10	Q1757843
Tecnè	FdI	2.3	2013-09-06	Q1757843
SWG	FdI	1.9	2013-09-06	Q1757843
EMG	FdI	2.2	2013-09-06	Q1757843
Euromedia	FdI	2	2013-09-04	Q1757843
Tecnè	FdI	3	2013-09-03	Q1757843
Lorien	FdI	3	2013-09-01	Q1757843
SWG	FdI	1.5	2013-08-30	Q1757843
SWG	FdI	2.1	2013-08-02	Q1757843
Tecnè	FdI	4.4	2013-08-02	Q1757843
SWG	FdI	1.6	2013-07-26	Q1757843
Tecnè	FdI	4.2	2013-07-26	Q1757843
EMG	FdI	2.3	2013-07-26	Q1757843
Lorien	FdI	4.2	2013-07-21	Q1757843
Piepoli	FdI	2	2013-07-19	Q1757843
SWG	FdI	2	2013-07-19	Q1757843
Tecnè	FdI	4	2013-07-19	Q1757843
EMG	FdI	2.3	2013-07-19	Q1757843
ScenariPolitici	FdI	3.2	2013-07-19	Q1757843
SWG	FdI	1.8	2013-07-12	Q1757843
Tecnè	FdI	3.7	2013-07-12	Q1757843
EMG	FdI	2.4	2013-07-12	Q1757843
SWG	FdI	2	2013-07-05	Q1757843
Tecnè	FdI	3.4	2013-07-05	Q1757843
EMG	FdI	2.4	2013-07-05	Q1757843
Piepoli	FdI	2	2013-07-03	Q1757843
Euromedia	FdI	2	2013-07-02	Q1757843
Ipsos	FdI	2.4	2013-07-02	Q1757843
Lorien	FdI	3	2013-06-30	Q1757843
SWG	FdI	2.2	2013-06-28	Q1757843
Tecnè	FdI	3.1	2013-06-28	Q1757843
EMG	FdI	2.3	2013-06-28	Q1757843
Ipsos	FdI	2.2	2013-06-25	Q1757843
SWG	FdI	2.3	2013-06-21	Q1757843
Tecnè	FdI	2.7	2013-06-21	Q1757843
EMG	FdI	1.9	2013-06-21	Q1757843
Datamonitor	FdI	2	2013-06-20	Q1757843
Ipsos	FdI	2	2013-06-18	Q1757843
Lorien	FdI	2	2013-06-17	Q1757843
Tecnè	FdI	2.9	2013-06-15	Q1757843
SWG	FdI	2	2013-06-14	Q1757843
EMG	FdI	1.8	2013-06-14	Q1757843
Ipsos	FdI	1.6	2013-06-11	Q1757843
Tecnè	FdI	3.1	2013-06-10	Q1757843
SWG	FdI	1.5	2013-06-07	Q1757843
EMG	FdI	1.7	2013-06-07	Q1757843
SpinCon	FdI	3.5	2013-06-04	Q1757843
Ipsos	FdI	1.8	2013-06-04	Q1757843
Piepoli	FdI	2	2013-06-03	Q1757843
SpinCon	FdI	3.5	2013-05-31	Q1757843
SWG	FdI	1.8	2013-05-31	Q1757843
Tecnè	FdI	2.9	2013-05-31	Q1757843
EMG	FdI	2	2013-05-31	Q1757843
ScenariPolitici	FdI	2.3	2013-05-31	Q1757843
Piepoli	FdI	2	2013-05-30	Q1757843
Ipsos	FdI	1.6	2013-05-28	Q1757843
Lorien	FdI	2.3	2013-05-27	Q1757843
SWG	FdI	1.5	2013-05-24	Q1757843
Tecnè	FdI	2.1	2013-05-24	Q1757843
EMG	FdI	2	2013-05-24	Q1757843
SpinCon	FdI	3.2	2013-05-21	Q1757843
Ipsos	FdI	1.5	2013-05-21	Q1757843
SpinCon	FdI	3	2013-05-17	Q1757843
SWG	FdI	1.8	2013-05-17	Q1757843
Tecnè	FdI	2.2	2013-05-17	Q1757843
EMG	FdI	2.1	2013-05-17	Q1757843
Piepoli	FdI	2	2013-05-15	Q1757843
Ipsos	FdI	1.8	2013-05-14	Q1757843
Demos&Pi	FdI	2.1	2013-05-11	Q1757843
Tecnè	FdI	2.4	2013-05-10	Q1757843
SWG	FdI	1.8	2013-05-10	Q1757843
EMG	FdI	2.2	2013-05-10	Q1757843
ISPO	FdI	1.6	2013-05-09	Q1757843
Ipsos	FdI	1.1	2013-05-07	Q1757843
Euromedia	FdI	2.1	2013-05-06	Q1757843
SpinCon	FdI	2.9	2013-05-05	Q1757843
Lorien	FdI	2.4	2013-05-05	Q1757843
SpinCon	FdI	2.8	2013-05-03	Q1757843
Tecnè	FdI	2.3	2013-05-03	Q1757843
SWG	FdI	1.2	2013-05-03	Q1757843
EMG	FdI	2	2013-05-03	Q1757843
Piepoli	FdI	1.5	2013-05-01	Q1757843
Ipsos	FdI	1.4	2013-04-30	Q1757843
Piepoli	FdI	1.5	2013-04-27	Q1757843
EMG	FdI	2.4	2013-04-26	Q1757843
SWG	FdI	1.5	2013-04-26	Q1757843
Tecnè	FdI	2.1	2013-04-23	Q1757843
Ipsos	FdI	1.8	2013-04-23	Q1757843
Lorien	FdI	1.5	2013-04-21	Q1757843
SWG	FdI	1.2	2013-04-19	Q1757843
EMG	FdI	2.1	2013-04-19	Q1757843
ScenariPolitici	FdI	1.8	2013-04-19	Q1757843
Piepoli	FdI	1.5	2013-04-17	Q1757843
Ipsos	FdI	1.6	2013-04-16	Q1757843
ISPO	FdI	2	2013-04-13	Q1757843
SWG	FdI	1	2013-04-12	Q1757843
EMG	FdI	1.6	2013-04-12	Q1757843
Euromedia	FdI	2.1	2013-04-10	Q1757843
Ipsos	FdI	1.7	2013-04-09	Q1757843
ISPO	FdI	1.8	2013-04-08	Q1757843
SWG	FdI	1.2	2013-04-05	Q1757843
Lorien	FdI	1	2013-04-04	Q1757843
Ipsos	FdI	1.8	2013-04-02	Q1757843
SWG	FdI	1	2013-03-29	Q1757843
ISPO	FdI	2	2013-03-27	Q1757843
Piepoli	FdI	1.5	2013-03-26	Q1757843
Ipsos	FdI	1.5	2013-03-26	Q1757843
Tecnè	FdI	1.7	2013-03-25	Q1757843
SWG	FdI	0.9	2013-03-22	Q1757843
IPR	FdI	1.7	2013-03-20	Q1757843
Euromedia	FdI	1.7	2013-03-20	Q1757843
Ipsos	FdI	1.4	2013-03-19	Q1757843
SWG	FdI	1	2013-03-15	Q1757843
ScenariPolitici	FdI	1.9	2013-03-15	Q1757843
Lorien	FdI	1.1	2013-03-14	Q1757843
Piepoli	FdI	2	2013-03-13	Q1757843
Ipsos	FdI	1.8	2013-03-12	Q1757843
SWG	FdI	1.4	2013-03-08	Q1757843
ISPO	FdI	1.4	2013-03-07	Q1757843
Piepoli	FdI	2	2013-03-06	Q1757843
Ipsos	FdI	1.9	2013-03-05	Q1757843
Lorien	FdI	0.5	2013-03-01	Q1757843
ISPO	UdC	2.9	2013-12-23	Q47781
Ixè	UdC	2.3	2013-12-20	Q47781
IPR	UdC	2.5	2013-12-20	Q47781
SWG	UdC	1.4	2013-12-20	Q47781
Tecnè	UdC	2.9	2013-12-19	Q47781
ScenariPolitici	UdC	1.9	2013-12-18	Q47781
Ipsos	UdC	2.9	2013-12-17	Q47781
IPR	UdC	2.5	2013-12-16	Q47781
Datamedia	UdC	2.2	2013-12-16	Q47781
Lorien	UdC	2.5	2013-12-15	Q47781
EMG	UdC	2.4	2013-12-15	Q47781
Euromedia	UdC	2.6	2013-12-13	Q47781
EULAB	UdC	3.2	2013-12-13	Q47781
Ixè	UdC	2.3	2013-12-13	Q47781
Tecnè	UdC	3.2	2013-12-13	Q47781
SWG	UdC	1.8	2013-12-13	Q47781
IPR	UdC	2.5	2013-12-11	Q47781
Demopolis	UdC	2.6	2013-12-11	Q47781
Ipsos	UdC	2.7	2013-12-10	Q47781
Euromedia	UdC	2.7	2013-12-09	Q47781
Datamedia	UdC	2	2013-12-09	Q47781
EMG	UdC	2.5	2013-12-08	Q47781
SWG	UdC	1.6	2013-12-06	Q47781
Ixè	UdC	2.6	2013-12-06	Q47781
Euromedia	UdC	2.8	2013-12-06	Q47781
Tecnè	UdC	3	2013-12-05	Q47781
Demopolis	UdC	2.5	2013-12-04	Q47781
Ipsos	UdC	3	2013-12-03	Q47781
Tecnè	UdC	2.8	2013-12-02	Q47781
IPR	UdC	2.5	2013-12-02	Q47781
Datamedia	UdC	2	2013-12-02	Q47781
ISPO	UdC	3.2	2013-11-29	Q47781
Euromedia	UdC	2.8	2013-11-29	Q47781
Ixè	UdC	1.8	2013-11-29	Q47781
SWG	UdC	1.3	2013-11-29	Q47781
EMG	UdC	2.4	2013-11-29	Q47781
Demos&Pi	UdC	2.1	2013-11-29	Q47781
IPR	UdC	2.5	2013-11-27	Q47781
Ipsos	UdC	2.6	2013-11-26	Q47781
IPR	UdC	2.3	2013-11-25	Q47781
Tecnè	UdC	2.6	2013-11-25	Q47781
Datamedia	UdC	2	2013-11-25	Q47781
Lorien	UdC	3	2013-11-24	Q47781
EMG	UdC	2.4	2013-11-24	Q47781
Ixè	UdC	2.6	2013-11-22	Q47781
SWG	UdC	1.6	2013-11-22	Q47781
Piepoli	UdC	2.5	2013-11-20	Q47781
Euromedia	UdC	2.5	2013-11-19	Q47781
Ipsos	UdC	3	2013-11-19	Q47781
Datamedia	UdC	1.6	2013-11-18	Q47781
ISPO	UdC	2.9	2013-11-18	Q47781
EMG	UdC	2.3	2013-11-17	Q47781
Tecnè	UdC	2.9	2013-11-15	Q47781
SWG	UdC	1.9	2013-11-15	Q47781
Ixè	UdC	2.4	2013-11-15	Q47781
Demopolis	UdC	3	2013-11-13	Q47781
Ipsos	UdC	3.4	2013-11-12	Q47781
IPR	UdC	2	2013-11-11	Q47781
Datamedia	UdC	2.1	2013-11-11	Q47781
EMG	UdC	2.2	2013-11-10	Q47781
Tecnè	UdC	3.1	2013-11-08	Q47781
SWG	UdC	2.2	2013-11-08	Q47781
Ixè	UdC	2.5	2013-11-08	Q47781
Ipsos	UdC	3.2	2013-11-05	Q47781
IPR	UdC	2.2	2013-11-04	Q47781
Datamedia	UdC	2	2013-11-04	Q47781
Lorien	UdC	2.7	2013-11-03	Q47781
EMG	UdC	2.1	2013-11-03	Q47781
Tecnè	UdC	2.9	2013-11-01	Q47781
SWG	UdC	2.2	2013-10-31	Q47781
Ixè	UdC	2.5	2013-10-31	Q47781
ISPO	UdC	2.1	2013-10-29	Q47781
Ipsos	UdC	3.4	2013-10-29	Q47781
IPR	UdC	2.2	2013-10-28	Q47781
Datamedia	UdC	2	2013-10-28	Q47781
EMG	UdC	2	2013-10-27	Q47781
Tecnè	UdC	3.1	2013-10-25	Q47781
SWG	UdC	2.4	2013-10-25	Q47781
Ixè	UdC	2.7	2013-10-25	Q47781
Piepoli	UdC	2.5	2013-10-23	Q47781
Ipsos	UdC	3.7	2013-10-22	Q47781
IPR	UdC	1.8	2013-10-21	Q47781
Datamedia	UdC	2	2013-10-21	Q47781
Lorien	UdC	2.4	2013-10-20	Q47781
EMG	UdC	1.8	2013-10-19	Q47781
Tecnè	UdC	2.3	2013-10-18	Q47781
SWG	UdC	1.3	2013-10-18	Q47781
Ixè	UdC	2.1	2013-10-18	Q47781
Ipsos	UdC	3	2013-10-15	Q47781
IPR	UdC	2	2013-10-14	Q47781
ISPO	UdC	2.1	2013-10-14	Q47781
Datamedia	UdC	2.2	2013-10-14	Q47781
Lorien	UdC	2.5	2013-10-13	Q47781
Tecnè	UdC	2.2	2013-10-11	Q47781
SWG	UdC	1.2	2013-10-11	Q47781
Ixè	UdC	2	2013-10-11	Q47781
EMG	UdC	1.6	2013-10-11	Q47781
ScenariPolitici	UdC	1.9	2013-10-10	Q47781
Ipsos	UdC	2.8	2013-10-08	Q47781
IPR	UdC	2	2013-10-07	Q47781
Ixè	UdC	2.1	2013-10-07	Q47781
Datamedia	UdC	2	2013-10-07	Q47781
Tecnè	UdC	2.4	2013-10-04	Q47781
EMG	UdC	1.3	2013-10-04	Q47781
Demos&Pi	UdC	3.3	2013-10-04	Q47781
IPR	UdC	1.5	2013-10-03	Q47781
SWG	UdC	1.4	2013-10-03	Q47781
SWG	UdC	1.1	2013-10-01	Q47781
Ipsos	UdC	3.2	2013-10-01	Q47781
IPR	UdC	2	2013-09-30	Q47781
Datamedia	UdC	1.8	2013-09-30	Q47781
Lorien	UdC	2.8	2013-09-29	Q47781
EMG	UdC	1.3	2013-09-29	Q47781
Tecnè	UdC	2.8	2013-09-27	Q47781
SWG	UdC	1.4	2013-09-27	Q47781
Ixè	UdC	1.9	2013-09-27	Q47781
Ipsos	UdC	3	2013-09-24	Q47781
Lorien	UdC	2.5	2013-09-22	Q47781
Tecnè	UdC	2.1	2013-09-20	Q47781
SWG	UdC	1	2013-09-20	Q47781
EMG	UdC	1.4	2013-09-20	Q47781
Ipsos	UdC	2.8	2013-09-17	Q47781
Demopolis	UdC	2.8	2013-09-17	Q47781
Lorien	UdC	2.8	2013-09-15	Q47781
Tecnè	UdC	1.9	2013-09-13	Q47781
SWG	UdC	1.2	2013-09-13	Q47781
EMG	UdC	1.2	2013-09-13	Q47781
ISPO	UdC	1.9	2013-09-12	Q47781
Demos&Pi	UdC	2.6	2013-09-12	Q47781
Ipsos	UdC	2.8	2013-09-10	Q47781
Tecnè	UdC	1.7	2013-09-06	Q47781
SWG	UdC	1.6	2013-09-06	Q47781
EMG	UdC	1.2	2013-09-06	Q47781
Euromedia	UdC	2.5	2013-09-04	Q47781
IPR	UdC	2	2013-09-03	Q47781
Tecnè	UdC	1.8	2013-09-03	Q47781
Lorien	UdC	2.1	2013-09-01	Q47781
SWG	UdC	1.2	2013-08-30	Q47781
IPR	UdC	2	2013-08-05	Q47781
SWG	UdC	1.5	2013-08-02	Q47781
Tecnè	UdC	1.4	2013-08-02	Q47781
SWG	UdC	1.5	2013-07-26	Q47781
Tecnè	UdC	1.5	2013-07-26	Q47781
EMG	UdC	1.5	2013-07-26	Q47781
IPR	UdC	2	2013-07-22	Q47781
Lorien	UdC	2.3	2013-07-21	Q47781
Piepoli	UdC	2.5	2013-07-19	Q47781
SWG	UdC	1.5	2013-07-19	Q47781
Tecnè	UdC	1.7	2013-07-19	Q47781
EMG	UdC	1.6	2013-07-19	Q47781
ScenariPolitici	UdC	1.8	2013-07-19	Q47781
SWG	UdC	1.7	2013-07-12	Q47781
Tecnè	UdC	2.1	2013-07-12	Q47781
EMG	UdC	1.5	2013-07-12	Q47781
IPR	UdC	2	2013-07-11	Q47781
Demopolis	UdC	2.8	2013-07-08	Q47781
SWG	UdC	1.4	2013-07-05	Q47781
Tecnè	UdC	2	2013-07-05	Q47781
EMG	UdC	1.5	2013-07-05	Q47781
IPR	UdC	2	2013-07-03	Q47781
Piepoli	UdC	2.5	2013-07-03	Q47781
Euromedia	UdC	2.6	2013-07-02	Q47781
Ipsos	UdC	2.3	2013-07-02	Q47781
Lorien	UdC	2.8	2013-06-30	Q47781
SWG	UdC	1.3	2013-06-28	Q47781
Tecnè	UdC	2.2	2013-06-28	Q47781
EMG	UdC	1.6	2013-06-28	Q47781
Ipsos	UdC	2	2013-06-25	Q47781
SWG	UdC	1.7	2013-06-21	Q47781
Tecnè	UdC	2.1	2013-06-21	Q47781
EMG	UdC	1.3	2013-06-21	Q47781
Datamonitor	UdC	1.7	2013-06-20	Q47781
IPR	UdC	1.5	2013-06-19	Q47781
Ipsos	UdC	2.4	2013-06-18	Q47781
Lorien	UdC	2.4	2013-06-17	Q47781
Tecnè	UdC	2.2	2013-06-15	Q47781
SWG	UdC	1.8	2013-06-14	Q47781
EMG	UdC	1.2	2013-06-14	Q47781
Ipsos	UdC	2.6	2013-06-11	Q47781
Tecnè	UdC	2.3	2013-06-10	Q47781
SWG	UdC	2.2	2013-06-07	Q47781
EMG	UdC	1.1	2013-06-07	Q47781
SpinCon	UdC	1.9	2013-06-04	Q47781
Ipsos	UdC	2	2013-06-04	Q47781
IPR	UdC	1.3	2013-06-03	Q47781
Piepoli	UdC	2.5	2013-06-03	Q47781
SpinCon	UdC	1.6	2013-05-31	Q47781
SWG	UdC	1.7	2013-05-31	Q47781
Tecnè	UdC	2.4	2013-05-31	Q47781
EMG	UdC	1.2	2013-05-31	Q47781
ScenariPolitici	UdC	1.6	2013-05-31	Q47781
Piepoli	UdC	2.5	2013-05-30	Q47781
Ipsos	UdC	2.1	2013-05-28	Q47781
Lorien	UdC	2.3	2013-05-27	Q47781
SWG	UdC	2	2013-05-24	Q47781
Tecnè	UdC	2.3	2013-05-24	Q47781
EMG	UdC	1.4	2013-05-24	Q47781
SpinCon	UdC	1.7	2013-05-21	Q47781
Ipsos	UdC	1.8	2013-05-21	Q47781
SpinCon	UdC	1.6	2013-05-17	Q47781
SWG	UdC	1.8	2013-05-17	Q47781
Tecnè	UdC	2.2	2013-05-17	Q47781
EMG	UdC	1.4	2013-05-17	Q47781
Piepoli	UdC	2	2013-05-15	Q47781
IPR	UdC	1	2013-05-14	Q47781
Ipsos	UdC	1.6	2013-05-14	Q47781
Demos&Pi	UdC	2.8	2013-05-11	Q47781
Tecnè	UdC	2.5	2013-05-10	Q47781
SWG	UdC	1.7	2013-05-10	Q47781
EMG	UdC	1.4	2013-05-10	Q47781
ISPO	UdC	1.7	2013-05-09	Q47781
IPR	UdC	1	2013-05-08	Q47781
Ipsos	UdC	1.1	2013-05-07	Q47781
Euromedia	UdC	2.5	2013-05-06	Q47781
SpinCon	UdC	1.3	2013-05-05	Q47781
Lorien	UdC	2.5	2013-05-05	Q47781
SpinCon	UdC	1.5	2013-05-03	Q47781
Tecnè	UdC	2.9	2013-05-03	Q47781
SWG	UdC	2	2013-05-03	Q47781
EMG	UdC	1.5	2013-05-03	Q47781
Piepoli	UdC	2	2013-05-01	Q47781
IPR	UdC	1	2013-04-30	Q47781
Ipsos	UdC	0.8	2013-04-30	Q47781
Piepoli	UdC	2	2013-04-27	Q47781
EMG	UdC	1.4	2013-04-26	Q47781
SWG	UdC	2	2013-04-26	Q47781
IPR	UdC	1.5	2013-04-25	Q47781
Tecnè	UdC	2.6	2013-04-23	Q47781
Ipsos	UdC	0.7	2013-04-23	Q47781
Lorien	UdC	2.7	2013-04-21	Q47781
SWG	UdC	1.9	2013-04-19	Q47781
EMG	UdC	1.8	2013-04-19	Q47781
ScenariPolitici	UdC	1.3	2013-04-19	Q47781
Piepoli	UdC	2	2013-04-17	Q47781
Ipsos	UdC	0.7	2013-04-16	Q47781
ISPO	UdC	1.9	2013-04-13	Q47781
SWG	UdC	1.8	2013-04-12	Q47781
EMG	UdC	2	2013-04-12	Q47781
Euromedia	UdC	2.2	2013-04-10	Q47781
Ipsos	UdC	0.8	2013-04-09	Q47781
ISPO	UdC	1.6	2013-04-08	Q47781
SWG	UdC	2	2013-04-05	Q47781
Lorien	UdC	2.1	2013-04-04	Q47781
Ipsos	UdC	0.7	2013-04-02	Q47781
SWG	UdC	1.9	2013-03-29	Q47781
ISPO	UdC	2	2013-03-27	Q47781
Piepoli	UdC	2	2013-03-26	Q47781
Ipsos	UdC	1	2013-03-26	Q47781
Tecnè	UdC	2	2013-03-25	Q47781
SWG	UdC	1.6	2013-03-22	Q47781
IPR	UdC	1.5	2013-03-20	Q47781
Euromedia	UdC	2	2013-03-20	Q47781
Ipsos	UdC	0.6	2013-03-19	Q47781
SWG	UdC	1.6	2013-03-15	Q47781
ScenariPolitici	UdC	1	2013-03-15	Q47781
Lorien	UdC	0.4	2013-03-14	Q47781
Piepoli	UdC	1.5	2013-03-13	Q47781
Ipsos	UdC	1	2013-03-12	Q47781
SWG	UdC	2	2013-03-08	Q47781
ISPO	UdC	1.7	2013-03-07	Q47781
Piepoli	UdC	1.5	2013-03-06	Q47781
Ipsos	UdC	1	2013-03-05	Q47781
Lorien	UdC	0.5	2013-03-01	Q47781
ISPO	NCD	7.1	2013-12-23	Q15196039
Ixè	NCD	4.6	2013-12-20	Q15196039
IPR	NCD	6.5	2013-12-20	Q15196039
SWG	NCD	4.7	2013-12-20	Q15196039
Tecnè	NCD	5.3	2013-12-19	Q15196039
ScenariPolitici	NCD	4.4	2013-12-18	Q15196039
Ipsos	NCD	7.5	2013-12-17	Q15196039
IPR	NCD	7	2013-12-16	Q15196039
Datamedia	NCD	5	2013-12-16	Q15196039
Lorien	NCD	6.5	2013-12-15	Q15196039
EMG	NCD	4.1	2013-12-15	Q15196039
Euromedia	NCD	3.6	2013-12-13	Q15196039
EULAB	NCD	7.3	2013-12-13	Q15196039
Ixè	NCD	4.8	2013-12-13	Q15196039
Tecnè	NCD	5.6	2013-12-13	Q15196039
SWG	NCD	5	2013-12-13	Q15196039
IPR	NCD	7.5	2013-12-11	Q15196039
Demopolis	NCD	6.2	2013-12-11	Q15196039
Ipsos	NCD	7.4	2013-12-10	Q15196039
Euromedia	NCD	3.8	2013-12-09	Q15196039
Datamedia	NCD	5.3	2013-12-09	Q15196039
EMG	NCD	5	2013-12-08	Q15196039
SWG	NCD	4.6	2013-12-06	Q15196039
Ixè	NCD	5.3	2013-12-06	Q15196039
Euromedia	NCD	3.5	2013-12-06	Q15196039
Tecnè	NCD	5.4	2013-12-05	Q15196039
Demopolis	NCD	7	2013-12-04	Q15196039
Ipsos	NCD	7.6	2013-12-03	Q15196039
Tecnè	NCD	6.2	2013-12-02	Q15196039
IPR	NCD	7.5	2013-12-02	Q15196039
Datamedia	NCD	5.6	2013-12-02	Q15196039
ISPO	NCD	7.3	2013-11-29	Q15196039
